Participant_Number;Scene;Timestamp;Time_s;Category;Action;Step
5801;WF_A2_AT;135112_22;1.024546;Experiment;started;0
5801;WF_A2_AT;135116_17;4.970226;3_ BarYellow;Correct placement;n/a
5801;WF_A2_AT;135116_17;4.970226;Step;completed;0
5801;WF_A2_AT;135119_85;8.647219;3_ BarYellow;Correct placement;n/a
5801;WF_A2_AT;135119_85;8.647219;Step;completed;1
5801;WF_A2_AT;135123_56;12.35822;8_BarYellow;Correct placement;n/a
5801;WF_A2_AT;135123_56;12.35822;Step;completed;2
5801;WF_A2_AT;135127_61;16.41395;8_BarYellow;Correct placement;n/a
5801;WF_A2_AT;135127_61;16.41395;Step;completed;3
5801;WF_A2_AT;135131_23;20.03635;5_BarYellow;Correct placement;n/a
5801;WF_A2_AT;135134_54;23.03966;Experiment;started;0
5801;WF_A2_AT;135139_84;28.33111;3_ BarYellow;Correct placement;n/a
5801;WF_A2_AT;135139_84;28.33111;Step;completed;0
5801;WF_A2_AT;135143_53;32.03096;3_ BarYellow;Correct placement;n/a
5801;WF_A2_AT;135143_54;32.03096;Step;completed;1
5801;WF_A2_AT;135147_27;35.76151;8_BarYellow;Correct placement;n/a
5801;WF_A2_AT;135147_27;35.76151;Step;completed;2
5801;WF_A2_AT;135158_91;47.40819;8_BarYellow;Incorrect placement;3
5801;WF_A2_AT;135202_46;50.95132;8_BarYellow;Correct placement;n/a
5801;WF_A2_AT;135202_46;50.95132;Step;completed;3
5801;WF_A2_AT;135209_17;57.66338;5_BarYellow;Correct placement;n/a
5801;WF_A2_AT;135216_96;64.69563;Experiment;started;0
