Participant_Number;Scene;Timestamp;Time_s;Category;Action;Step
9501;WB_A2_AT;130929_06;1.028106;Experiment;started;0
9501;WB_A2_AT;130933_25;5.21682;5_BarYellow;Correct placement;n/a
9501;WB_A2_AT;130933_25;5.21682;Step;completed;0
9501;WB_A2_AT;130939_14;11.10812;5_BarYellow;Correct placement;n/a
9501;WB_A2_AT;130939_14;11.10812;Step;completed;1
9501;WB_A2_AT;130951_13;23.09337;5_BarYellow;Correct placement;n/a
9501;WB_A2_AT;130951_13;23.09337;Step;completed;2
9501;WB_A2_AT;131006_03;37.99561;8_BarYellow;Incorrect placement;3
9501;WB_A2_AT;131012_19;44.15505;8_BarYellow;Correct placement;n/a
9501;WB_A2_AT;131012_19;44.15505;Step;completed;3
9501;WB_A2_AT;131049_56;81.53363;5_BarYellow;Incorrect placement;4
9501;WB_A2_AT;131115_62;107.5841;6_BarYellow;Incorrect placement;4
9501;WB_A2_AT;131121_56;113.5332;6_BarYellow;Incorrect placement;4
9501;WB_A2_AT;131131_71;123.6795;6_BarYellow;Incorrect placement;4
9501;WB_A2_AT;131136_53;128.5013;6_BarYellow;Incorrect placement;4
9501;WB_A2_AT;131143_31;135.274;6_BarYellow;Incorrect placement;4
