Participant_Number;Scene;Timestamp;Time_s;Category;Action;Step
3110;WB_A2_AT;130653_69;1.020507;Experiment;started;0
3110;WB_A2_AT;130703_36;10.67572;5_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130703_36;10.67572;Step;completed;0
3110;WB_A2_AT;130708_37;15.69939;5_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130708_37;15.69939;Step;completed;1
3110;WB_A2_AT;130712_74;20.07698;5_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130712_75;20.07698;Step;completed;2
3110;WB_A2_AT;130717_36;24.68772;7_BarYellow;Incorrect placement;3
3110;WB_A2_AT;130724_91;32.23925;8_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130724_91;32.23925;Step;completed;3
3110;WB_A2_AT;130739_91;47.24172;7_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130743_96;51.03211;Experiment;started;0
3110;WB_A2_AT;130747_90;54.96527;5_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130747_90;54.96527;Step;completed;0
3110;WB_A2_AT;130753_09;60.15641;5_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130753_09;60.15641;Step;completed;1
3110;WB_A2_AT;130756_84;63.90902;5_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130756_84;63.90902;Step;completed;2
3110;WB_A2_AT;130803_35;70.42401;8_BarYellow;Correct placement;n/a
3110;WB_A2_AT;130803_36;70.42401;Step;completed;3
