Participant_Number;Scene;Timestamp;Time_s;Category;Action;Step
9161;WF_A2_AT;123500_67;1.022482;Experiment;started;0
9161;WF_A2_AT;123506_38;6.725777;3_ BarYellow;Incorrect placement;0
9161;WF_A2_AT;123509_41;9.742916;3_ BarYellow;Correct placement;n/a
9161;WF_A2_AT;123509_41;9.742916;Step;completed;0
9161;WF_A2_AT;123512_84;13.18622;3_ BarYellow;Correct placement;n/a
9161;WF_A2_AT;123512_84;13.18622;Step;completed;1
9161;WF_A2_AT;123516_76;17.10724;8_BarYellow;Correct placement;n/a
9161;WF_A2_AT;123516_76;17.10724;Step;completed;2
9161;WF_A2_AT;123521_16;21.50636;8_BarYellow;Correct placement;n/a
9161;WF_A2_AT;123521_16;21.50636;Step;completed;3
9161;WF_A2_AT;123525_96;26.30695;7_BarYellow;Incorrect placement;4
9161;WF_A2_AT;123530_66;31.00679;5_BarYellow;Incorrect placement;4
9161;WF_A2_AT;123533_93;34.27341;5_BarYellow;Correct placement;n/a
