Participant_Number;Scene;Trial;Timestamp;Time_s;Category;Action;Step
286;WH_A2_AT;8;15:20.15;00:01:1027;Experiment;started;0
286;WH_A2_AT;8;15:20.25;00:11:11116;Step;completed;0
286;WH_A2_AT;8;15:20.25;00:11:11416;8_BarYellow;Inorrect placement;n/a
