Participant_Number;Scene;Timestamp;Time_s;Category;Action;Step
3753;PracticeTask;160058_34;1.029686;Experiment;started;0
3753;PracticeTask;160102_64;5.328776;3_BarYellow;Correct placement;n/a
3753;PracticeTask;160102_64;5.328776;Step;completed;0
3753;PracticeTask;160106_50;9.194993;4_BarYellow;Correct placement;n/a
3753;PracticeTask;160106_50;9.194993;Step;completed;1
3753;PracticeTask;160116_48;19.1739;5_BarYellow;Correct placement;n/a
3753;PracticeTask;160116_48;19.1739;Step;completed;2
3753;PracticeTask;160128_00;30.68086;6_BarRed;Correct placement;n/a
3753;PracticeTask;160128_00;30.68086;Step;completed;3
3753;PracticeTask;160132_91;35.60231;7_BarYellow;Correct placement;n/a
3753;PracticeTask;160132_91;35.60231;Step;completed;4
3753;PracticeTask;160140_82;43.50996;8_BarGreen;Correct placement;n/a
3753;WaitingRoom;160144_86;47.31744;Experiment;started;0
